index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
563,"Moreover, if declines in house prices were to damp consumption, that could feed back on employment and income, exerting additional restraint on the demand for housing.",2003,0,534,0,0.998441755771637,1,0,0,train
569,"More subtly, my conclusion that the effects on inflation of transitory changes in commodity prices or in the value of the dollar tend to dissipate in the longer run depends on the assumption that the public's inflation expectations are well anchored.",2002,2,551,2,0.999853253364563,0,0,1,train
591,Most survey-based measures of longer-term inflation expectations had been little changed in recent months.,2005,2,561,2,0.9998180270195007,0,0,1,train
224,"During the past several years, workers across the wage distribution--not just at the upper end--have seen noticeable increases in the inflation-adjusted value of their wages.",2000,1,220,1,0.9987866282463074,0,1,0,train
795,The idea is that providing more information about the Committee's views of the economic outlook may allow financial market prices to reflect more accurately the likely future stance of monetary policy.,1997,2,772,2,0.9997740387916565,0,0,1,train
970,We need to avoid expectations rising so much that they become a factor that drives inflation higher.,2021,1,941,1,0.9994720816612244,0,1,0,train
778,"So far this year, payroll employment had expanded at a faster pace than last year and the unemployment rate had declined further, although it remained elevated.",2018,2,735,2,0.9431486129760742,0,0,1,train
942,"The pace of inventory liquidation was thought likely to moderate in coming quarters and subsequently turn to accumulation as inventories came into better balance with sales, with increasingly positive implications for overall production and economic activity.",2013,1,890,1,0.9993237257003784,0,1,0,train
332,"Historically, recessions often occurred when the Fed tightened to control inflation.",2007,2,323,2,0.9963812232017517,0,0,1,train
208,"For 1998, the Committee agreed on a tentative basis to set the same ranges as in 1997 for growth of the monetary aggregates and debt, measured from the fourth quarter of 1997 to the fourth quarter of 1998.",2002,2,199,2,0.9998502731323242,0,0,1,train
111,"At some point, continued large-scale trade deficits could trigger equilibrating, and possibly dislocating, changes in prices, interest rates, and exchange rates.",2022,1,110,1,0.9990267753601074,0,1,0,train
478,"Indeed, given the externalities involved, it seems plausible that a monopoly central bank that issued fiat money would not respond optimally to crises (it would charge too much for liquidity) or to cyclical variations (it would be maximizing the present discounted value of its seigniorage income rather than minimizing some weighted sum of discounted inflation and output losses).",2006,2,462,2,0.9979933500289917,0,0,1,train
150,"Consumer credit jumped in May and remained strong in June, reflecting a rebound in credit card balances and continued robust growth in auto loans.",2006,2,147,2,0.9979800581932068,0,0,1,train
14,"A fifth factor is supply bottlenecks that manufacturers and importers are currently experiencing; supply chain constraints are boosting prices, particularly for goodsâ€”less so for services.",1997,1,14,1,0.9994356036186218,0,1,0,train
837,"The Committee also noted in March that although output had continued to expand at a solid pace, new hiring had lagged, and increases in core consumer prices were muted and expected to remain low.",2016,0,788,0,0.9972012042999268,1,0,0,train
957,"Vice Chair Richard H. Clarida At the 2020 U.S. Monetary Policy Forum, sponsored by the Initiative on Global Markets at the University of Chicago Booth School of Business, New York, New York Share Thank you to the conference organizers for inviting me here to discuss what former Chair Bernanke has famously referred to as a ""hall of mirrors"" problem: a situation in which a central bank's reaction function and financial market prices interact in economically suboptimal and potentially destabilizing ways.1 In my remarks today, I will lay out the way I think about the interplay between financial markets and monetary policy, with a focus on how I myself seek to integrate noisy but often correlated signals about the economy that I glean from models, surveys, and financial markets.2 Three Observations I begin with three unobjectionable observations.",2019,2,928,2,0.999847412109375,0,0,1,train
685,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,650,1,0.9994075298309326,0,1,0,train
94,they rebounded late in the period in response to the release of firmer economic data and growing concerns regarding the sustainability of current domestic asset prices.,2016,0,91,0,0.9962831139564514,1,0,0,train
242,"However, a couple of participants noted that the recent oil price decline could also be associated with increasing oil supply rather than softening global demand.",1996,0,233,0,0.9925721287727356,1,0,0,train
336,"In his view, historical precedents suggested that prolonged periods of taut labor markets were eventually associated with rising inflation.",1999,1,321,1,0.9984155893325806,0,1,0,train
832,"The technical measures we are undertaking do not represent a change in the stance of monetary policy, which we continue to implement by adjusting the target range for the federal funds rate.",2021,2,809,2,0.9985419511795044,0,0,1,train
13,A few participants argued that maintaining a highly accommodative stance of monetary policy over the medium run would erode the stability of inflation expectations.,1996,1,13,1,0.9983433485031128,0,1,0,train
284,"For example, in his monetary policy testimony of July 1992, Chairman Greenspan said, ""As I have often noted to this committee, the most important contribution the Federal Reserve can make to encouraging the highest sustainable growth the U.S. economy can deliver over time is to provide a backdrop of reasonably stable prices on average for business and household decisionmaking"" (Greenspan, 1992, pp.",1997,1,278,1,0.9979239702224731,0,1,0,train
466,"Job growth last month was fairly widespread, although heavy hiring in the construction sector was due partly to efforts to repair damage from the four hurricanes that hit the southeastern states.",2005,2,445,2,0.998802900314331,0,0,1,train
349,"In particular, participants judged that communicating the Committee's expectation that short-term interest rates were likely to stay exceptionally low for some time could be useful because it could lead to pricing of longer-term interest rates consistent with the path of monetary policy that policymakers saw as most likely.",2003,0,334,0,0.998616099357605,1,0,0,train
636,Our Congressional mandate is to achieve full employment and price stability in the United States.,2002,1,615,1,0.9971612691879272,0,1,0,train
1053,"This policy preference was based on expectations of growth in business activity at a pace averaging in the vicinity of the economy's potential, a perception among the members that the risks to such an outlook were more balanced than earlier, and anticipations that under these circumstances inflation would remain constrained.",2004,2,993,2,0.9997674822807312,0,0,1,train
777,"Since the previous FOMC meeting, spreads on municipal bonds narrowed substantially, on net, moving near levels observed for several years before the pandemic, as investor demand exhibited some recovery over much of the period from earlier weak levels.",2003,0,734,0,0.9966022968292236,1,0,0,train
267,"These headwinds—which include developments abroad, subdued household formation, and meager productivity growth—could persist for some time.",2022,0,262,0,0.9985325336456299,1,0,0,train
4,"(4') U** = U* - (1/b) [q - q*] U** = short-run or effective NAIRU However, once productivity growth stabilizes at a higher level, q* will eventually catch up to q, and the disinflationary effect will gradually diminish and then completely disappear.",2007,2,4,2,0.9930623173713684,0,0,1,train
517,"most survey-based measures of longer-term inflation expectations were little changed, on balance, in recent months.",2013,2,491,2,0.9998366832733154,0,0,1,train
742,The Federal Reserve and ECB Framework Reviews The monetary policy framework reviews conducted by the Federal Reserve and the ECB provide another example of monetary policy correlation.,2007,2,720,2,0.9997349381446838,0,0,1,train
16,And downward revisions to the longer-run normal unemployment rate in a way suggests that participants are seeing more slack in the economy now than they previously did.,2013,2,16,2,0.7851132750511169,0,0,1,train
235,"Even so, the growth rate of the ECI did not return to the levels experienced before 2008.",2003,2,231,2,0.9996465444564819,0,0,1,train
388,"In 2019, sluggish growth abroad and global developments weighed on investment, exports, and manufacturing in the United States,",2022,0,377,0,0.9908288717269897,1,0,0,train
354,"I believe the current move can be justified in a forward-looking variant of the Taylor Rule, where today's policy depends on the forecast of future output gaps and inflation.",2003,2,345,2,0.9993534684181213,0,0,1,train
649,One participant suggested that the economic projections would be more understandable if they were based on a common interest rate path.,2019,2,615,2,0.999845027923584,0,0,1,train
555,"Monetary Policy But it is monetary policy--and the Fed's principal monetary lever, the federal funds rate, which is the interest rate on overnight loans of reserves between depository institutions--that earns the Federal Reserve all that ink and airtime.",2020,2,537,2,0.9997408986091614,0,0,1,train
53,"Although members generally saw little risk that maintaining very low short-term interest rates could raise inflation expectations or create instability in asset markets, they noted that it was important to remain alert to these risks.",2005,0,53,0,0.9984464049339294,1,0,0,train
210,"So there’s been a number of emerging markets—as you know, we’re suffering under the weight of declines in oil prices that are affecting their economic activity.",2021,2,205,2,0.9941056966781616,0,0,1,train
886,The current range readily encompassed the growth rate seen likely to be associated with the members' forecasts for economic activity and prices.,2018,2,837,2,0.9997884631156921,0,0,1,train
1011,"The vote also encompassed approval of the sentence below for inclusion in the press statement to be released shortly after the meeting: Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes that the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",2012,1,953,1,0.9994907379150391,0,1,0,train
1040,They noted that economic activity and employment had continued to recover,1996,2,981,2,0.9913288354873657,0,0,1,train
655,"Prices, interest rates, stock prices, and other signals produced by market economies to encourage the distribution of productive resources have no inherent moral content.",2005,2,634,2,0.9998449087142944,0,0,1,train
115,"Auctions of GSE debt following the conservatorship announcement reportedly attracted heavy demand, but market participants indicated that liquidity in the secondary market for GSE debt remained somewhat lower than normal.",2018,2,112,2,0.9973946809768677,0,0,1,train
23,"A number of global factors were seen as contributing to downward pressure on term premiums, including central bank asset purchase programs and the strong worldwide demand for safe assets.",2014,1,23,1,0.9947072267532349,0,1,0,train
534,"Members agreed that their policy decisions would remain data dependent, and they continued to include wording in the statement noting that if incoming information indicates faster progress toward the Committee's employment and inflation objectives than the Committee now expects, then increases in the target range for the federal funds rate would likely occur sooner than currently anticipated, and, similarly, that if progress proves slower than expected, then increases in the target range would likely occur later than currently anticipated.",1998,2,505,1,0.9852311611175537,0,1,0,train
419,"Increase the System Open Market Account holdings of Treasury securities, agency mortgage-backed securities (MBS), and agency commercial mortgage-backed securities (CMBS) at least at the current pace to sustain smooth functioning of markets for these securities, thereby fostering effective transmission of monetary policy to broader financial conditions.",2008,0,402,0,0.9960197806358337,1,0,0,train
679,"Rents have grown dramatically, and while home sales have slowed, the continued increasing price of single-family homes indicates to me that rents won't decline anytime in the near future.",2020,1,658,1,0.999242901802063,0,1,0,train
351,"However, we have also found that excluding volatile food and energy prices generally gives a better sense of underlying inflation pressures that are likely to persist and dominate total inflation over time.",2006,2,342,2,0.9997773766517639,0,0,1,train
105,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",1999,1,102,1,0.9992247819900513,0,1,0,train
694,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, all meeting participants--the five members of the Board of Governors and the presidents of the 12 Federal Reserve Banks--provided projections of output growth, the unemployment rate, and inflation for each year from 2011 through 2013 and over the longer run.",1997,2,659,2,0.9998435974121094,0,0,1,train
822,"The severity of the 1981-82 recession, the worst of the postwar period, clearly illustrates the danger of letting inflation get out of control.",2017,1,799,1,0.9989689588546753,0,1,0,train
885,"The course of underlying inflation pressures was more difficult to gauge, however.",2018,2,836,2,0.9997996687889099,0,0,1,train
45,"And we’ve seen significant outflows of capital from those countries, pressures on their exchange rates, and concerns about their performance going forward.",2022,2,45,2,0.9982131719589233,0,0,1,train
973,"We said that we would ""aim to achieve inflation moderately above 2 percent for some time"" to ensure that it averages 2 percent over time and that inflation expectations stay anchored.",2003,0,944,0,0.9965895414352417,1,0,0,train
48,"And what it is is, it’s an expression of the thinking about individual Committee members about appropriate monetary policy and the path of the economy.",2022,2,47,2,0.999805748462677,0,0,1,train
1033,They also agreed that the war and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,2017,1,975,1,0.9994751811027527,0,1,0,train
398,"In addition to the headwinds facing demand, there could be persistent effects on the supply side of the economy.",2021,0,386,0,0.9984649419784546,1,0,0,train
380,"In the residential real estate sector, home sales, prices, and construction had shown signs of stabilization in many areas and were increasing modestly in others, but a still-sizable inventory of unsold existing homes continued to restrain homebuilding.",1996,2,365,2,0.9995939135551453,0,0,1,train
623,"Nonfarm payroll employment increased sharply further in January and February, and the civilian unemployment rate, at 4.",2010,1,591,1,0.9989606142044067,0,1,0,train
82,"As a result, as in the January forecast, real GDP was expected to rise at a moderate pace over 2011 and 2012, supported by accommodative monetary policy, increasing credit availability, and greater household and business confidence.",2015,0,82,0,0.998830258846283,1,0,0,train
493,"Major reasons for optimism about the outlook were the substantial easing in monetary policy, whose lagged effects would be felt increasingly in the year ahead, and the fiscal stimulus measures that already had been enacted and might well be supplemented over coming months.",2017,0,472,0,0.9959067106246948,1,0,0,train
817,"Strong fundamentals, including low interest rates, wide profit margins, and a high level of liquid assets, were seen as supporting expenditures on software and equipment going forward.",2002,0,772,0,0.9989994168281555,1,0,0,train
516,Market-based measures of inflation compensation remained low,2013,0,491,0,0.9845113754272461,1,0,0,train
60,"Although single-family housing starts had come down substantially from their peak, the drop had lagged the decline in demand, and as a result, inventories of new homes had risen considerably.",2015,0,60,1,0.6470937728881836,0,1,0,train
693,"So tonight, I would like to take a few minutes to put this action in the broad context of the Fed’s mandate to promote the stable financial environment that will encourage economic growth.",2020,1,672,1,0.9965671300888062,0,1,0,train
287,"However, with tightening resource constraints indicating unsustainable growth, only tentative signs that growth might be slowing, and various factors that had been damping prices now turning around, all the members agreed on the need for a slight tightening at this meeting to raise the odds on containing inflation and forestalling the inflationary imbalances that would undercut the very favorable performance of the economy.",2015,1,275,1,0.9995649456977844,0,1,0,train
174,"Now, members of the Committee have different views about why this is likely to be true, that the funds rate—when the labor market is normalized and inflation is back to our objective—they maybe have slightly different views on exactly why it’s likely to be the case that interest rates will be a little lower than they would in the longer run.",2014,0,169,0,0.9980104565620422,1,0,0,train
775,"The early days of stabilization policy in the 1950s taught monetary policymakers not to attempt to offset what are likely to be temporary fluctuations in inflation.15 Indeed, responding may do more harm than good, particularly in an era where policy rates are much closer to the effective lower bound even in good times.",2004,0,752,0,0.9978355765342712,1,0,0,train
1070,Trends in wages and prices have remained stable in recent months.,2015,2,1010,2,0.9997667670249939,0,0,1,train
53,"And, and those are—that’s again—that goes to keeping this episode as short as it can be and avoiding unnecessary business bankruptcies, unnecessary household bankruptcies, and unnecessary long-term stays of unemployment or supporting people through them so that they can maintain their financial footing and their lives and be able to go back to work in a productive way.",2015,0,52,0,0.9912774562835693,1,0,0,train
756,The benefits achieved through more-stable prices are substantial.,2021,1,734,1,0.9922969937324524,0,1,0,train
771,Several saw that outlook as depending importantly on continued strengthening of the labor market or on an above-trend pace of economic activity.,2014,2,729,2,0.9998214840888977,0,0,1,train
245,"The asset purchases are about creating some near-term momentum in the economy, trying to strengthen growth and job creation in the near term, and the increases in the federal funds rate target, when they ultimately occur, are about reducing accommodation.",2012,1,240,1,0.9996892213821411,0,1,0,train
424,"Indeed, financial services firms had already announced layoffs, largely reflecting mortgage market developments, the demand for temporary workers appeared to have softened, and the most recent weakening in construction employment was likely to continue for a while.",2022,0,407,0,0.9990218877792358,1,0,0,train
796,"Some participants stated that low interest rates appeared to be contributing to strong sales of autos or, more generally, of consumer durables.",2009,2,753,2,0.9996564388275146,0,0,1,train
1042,They noted that the economy had entered the new year with considerable momentum and very few indications that growth was moderating from what appeared to be an unsustainable rate.,1996,1,982,1,0.9989451766014099,0,1,0,train
271,"To the extent the global economy is weak and the United States is strong, it’ll—we’ll wind up, you know, we’ll wind up exporting some of our demand through, through imports rather than having, having a lot of exports.",2021,1,266,1,0.9986269474029541,0,1,0,train
654,Price shocks.,2005,2,633,2,0.9997610449790955,0,0,1,train
1013,"The vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting: ""The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information.",2001,1,955,1,0.9994056224822998,0,1,0,train
877,The behavior of inflation had been unexpectedly benign for an extended period of time for reasons that were not fully understood.,2009,2,828,2,0.998772919178009,0,0,1,train
361,I should note that growth itself does not cause inflation.,2022,2,352,2,0.9991806149482727,0,0,1,train
145,But an intriguing alternative is to set a target for the price level.,2022,2,143,2,0.9998237490653992,0,0,1,train
465,"Job gains had remained solid, and the unemployment rate had stayed near its recent low.",2005,1,444,1,0.9981791973114014,0,1,0,train
434,"Indicators of longer-term inflation expectations were little changed, on balance.",2014,2,417,2,0.9998171925544739,0,0,1,train
73,"But I think that that’s a prudent move, to move in a gradual way to remove Chair Yellen’s Press Conference FINAL accommodation, with unemployment now—and not only, I should say, the unemployment rate, but I think any indicator of labor market performance and tightness that you could look at, whether it’s household perceptions of the availability of jobs, difficulty that firms report in hiring workers, the rate at which workers are quitting their jobs, the rate of job openings, all of these indicators do signal a tight labor market.",2011,1,72,1,0.9992921352386475,0,1,0,train
222,"Going forward, consumer outlays were expected to be supported by further advances in employment and income.",2010,1,213,1,0.9938427209854126,0,1,0,train
284,"However, with longer-term interest rates already very low, there did not appear to be a need for enhanced forward guidance at this juncture or much scope for forward guidance to put additional downward pressure on yields.",2008,2,272,2,0.9996826648712158,0,0,1,train
897,"The expansion of M3 picked up over September and October, reflecting a strong acceleration in its non-M2 component that was associated with strong inflows to institutional money market funds and stepped-up issuance of large time deposits to meet credit demands.",2009,1,848,1,0.9971973896026611,0,1,0,train
803,"The major reason for these significant differences in spending out of household wealth is doubtless that, while home prices do on occasion decline, large declines are rare; the general experience of homeowners is a modest, but persistent, rise in home values that is perceived to be largely permanent.",2005,1,780,1,0.9983130693435669,0,1,0,train
121,I think that keeping interest rates low is still appropriate for our economy.,2015,0,116,0,0.9859606027603149,1,0,0,train
971,We need to remember that in decades past it was believed that monetary policy was most effective when it was least transparent.,2021,2,942,2,0.9996387958526611,0,0,1,train
102,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",2009,1,99,1,0.9992368221282959,0,1,0,train
914,The increase over the last few months in five-year measures of inflation compensation derived from Treasury nominal and inflation-indexed securities might be a warning sign that expectations were not as well anchored as they had been over the summer.,2000,1,864,1,0.9991418123245239,0,1,0,train
220,"Given the pressure of a considerable amount of unused resources, any adverse developments that held down economic expansion would increase the probability of further disinflation.",2010,0,211,0,0.9207867980003357,1,0,0,train
387,"In 1951, the Treasury-Federal Reserve Accord freed the Fed from the obligation to support Treasury bond prices.",2022,2,376,2,0.9997982382774353,0,0,1,train
162,It’s where we always want inflation to be heading.,2020,2,157,2,0.9995049238204956,0,0,1,train
599,"Nevertheless, a number of participants cited notable declines in survey measures of consumer confidence since the onset of financial turbulence in mid-summer, along with sharply higher oil prices, declines in house prices, and tighter underwriting standards for home equity loans and some types of consumer loans, as factors likely to restrain consumer spending going forward.",2006,0,568,0,0.9981322884559631,1,0,0,train
64,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy.",2018,2,63,2,0.9997777342796326,0,0,1,train
730,Recent data on consumer prices and unit labor costs led the staff to revise down slightly its projection for core PCE price inflation for 2010 and 2011,2008,2,691,2,0.917470395565033,0,0,1,train
623,One branch of economists holds the view that monetary policy should not be influenced by any perceived financial market bubbles.,2020,2,603,2,0.9997934699058533,0,0,1,train
961,"We also expect it will be appropriate to maintain the current target range for the federal funds rate at 0 to 1/4 percent until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.",2019,0,932,0,0.6172159910202026,1,0,0,train
293,We think that the economy will need highly accommodative monetary policy and the use of our tools for an extended period.,2019,0,286,0,0.9985436201095581,1,0,0,train
409,"In both of the examples I have just discussed, the medium-frequency evolution of market-based, survey-based, and model-based estimates of r* and expected inflation have, over time, tended to move broadly together.",2019,2,397,2,0.9998586177825928,0,0,1,train
552,Mishkin and Jonas (forthcoming) describe the experiences of the three transition economies with inflation targets.,2020,2,534,2,0.9998661279678345,0,0,1,train
678,"Remarkably, 30-year Treasury yields were only slightly lower than 10-year yields throughout the episode, implying that the markets had no confidence that inflation would ever return to 1950s or 1960s levels.",2004,0,657,0,0.9977155923843384,1,0,0,train
854,"There was also a sharp acceleration in productivity over 1997, which held down unit labor costs.",2008,0,828,0,0.9972624778747559,1,0,0,train
552,Money growth was damped by a rise in the opportunity cost of holding M2 assets (as typically occurs in periods of policy tightening).,1997,1,523,1,0.9990214109420776,0,1,0,train
24,A number of participants indicated that the Committee should resume asset purchases only if substantially adverse economic circumstances warranted greater monetary policy accommodation than could be provided by lowering the federal funds rate to the effective lower bound.,2014,0,24,0,0.9988370537757874,1,0,0,train
829,"The strength in corporate profits in the first quarter not only impressed economists, but it also impressed investors, who drove stock prices up earlier this year.",2001,2,806,2,0.9738571643829346,0,0,1,train
700,"Participants' Views on Current Economic Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2021 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",1999,2,665,2,0.999840259552002,0,0,1,train
48,"Although a spike in energy prices eroded real income growth in the second quarter, there were solid gains in wages and salaries.",2001,1,48,1,0.9988110065460205,0,1,0,train
612,"Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability. """,2021,2,581,1,0.9905185103416443,0,1,0,train
0,"""2 One useful insight into how actual inflation may affect expectations about its future path is based in the concept of ""rational inattention.",2007,2,0,2,0.9998316764831543,0,0,1,train
40,"After a short coffee break, we have a staff presentation on the alternatives we face in setting monetary policy.",2001,2,39,2,0.9997928738594055,0,0,1,train
603,"November 08, 2021 Flexible Average Inflation Targeting and Prospects for U.S. Monetary Policy Vice Chair Richard H. Clarida At the Symposium on Monetary Policy Frameworks, The Brookings Institution, Washington, D.C. (via webcast) Share Watch Live Outlooks and Outcomes for the U.S. Economy The U.S. economy in the second quarter of this year made the transition from economic recovery to economic expansion.1 Given the catastrophic collapse in U.S. economic activity in the first half of 2020 as a result of the global pandemic and the mitigation efforts put in place to contain it, few forecasters could have expectedâ€”or even dared to hopeâ€”in the spring of last year that the recovery in gross domestic product (GDP), from the sharpest decline in activity since the Great Depression, would be either so robust or as rapid.",2005,0,584,0,0.5686527490615845,1,0,0,train
866,These geopolitical events also pose downside risks to growth.,2001,0,839,0,0.9970146417617798,1,0,0,train
427,"In our most recent monetary policy statementâ€”which was released following our January meetingâ€”we indicated that ""with inflation well above 2 percent and a strong labor market,"" we expected that it would ""soon be appropriate to raise the target range for the federal funds rate.",2006,1,414,1,0.9994451403617859,0,1,0,train
996,The staff's forecast for inflation was little changed from the projection prepared for the previous FOMC meeting.,2021,2,939,2,0.9997716546058655,0,0,1,train
774,and it seems to produce results not too different in practice from those associated with central banks that are flexible inflation targeters.,2004,2,751,2,0.9998655319213867,0,0,1,train
257,"First, the significant appreciation of the dollar over the last two years has clearly had an important restraining effect on U.S. inflation, both via the direct effect on the prices of imported goods and on the pricing power of domestic firms producing import-competing goods.",2001,0,252,0,0.9826116561889648,1,0,0,train
922,"To cite a recent study, Faust and Wright (2007) show that real-time staff forecasts of inflation reliably outperform statistical benchmarks at all horizons and that this advantage is not solely the result of the staff's expertise at estimating near-term inflation rates.",2021,2,894,2,0.9998346567153931,0,0,1,train
228,Economic Outlook and Monetary Policy Now I would like to turn to the current economic scene and this week's FOMC decision.,1997,2,224,2,0.9998390674591064,0,0,1,train
825,The simplest answer is that interest rates should vary to imitate qualitatively the way they would behave if the Fed were implementing a money supply target.,2017,2,802,2,0.999809205532074,0,0,1,train
17,"A key difference between the two groups of countries is that the countries whose current accounts have moved toward deficit have generally experienced substantial housing appreciation and increases in household wealth,",1998,2,16,2,0.9332331418991089,0,0,1,train
112,I did indicate that I do have concerns about the scope for monetary policy.,2013,2,107,2,0.9996955394744873,0,0,1,train
830,Surveys indicated that households’ expectations of inflation over the next year were little changed in February,2000,2,782,2,0.9996838569641113,0,0,1,train
355,"In that vein, several participants noted that inflation expectations had been sensitive to incoming data and to communications regarding monetary policy over the intermeeting period.",1997,2,340,2,0.9998145699501038,0,0,1,train
530,Members again mentioned concerns on the part of business contacts regarding the adverse economic implications of very large deficits for the economy over the longer term.,2003,0,501,0,0.9745705127716064,1,0,0,train
34,"According to the Taylor Rule, the federal funds rate should adjust over time to changes in utilization rates (the gap between actual and potential output or between the unemployment rate and NAIRU) and to changes in inflation.",2004,2,33,2,0.9996738433837891,0,0,1,train
761,"The changes to the policy statement that we made over the fall bring our policy guidance in line with the new framework outlined in the revised Statement on Longer-Run Goals and Monetary Policy Strategy that the Committee approved last August.4 In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.""",2005,2,739,2,0.9025136232376099,0,0,1,train
338,"In its accompanying statement, the Committee indicated that, despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appeared solid.",1999,1,323,1,0.999068558216095,0,1,0,train
840,The unmooring of inflation expectations greatly complicated the process of making monetary policy,1999,2,815,2,0.9996563196182251,0,0,1,train
1130,” The vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting: “The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.,2013,2,1068,2,0.9997536540031433,0,0,1,train
374,"In the household sector, the ongoing deceleration in house prices further restrained the growth of home mortgage debt.",2010,0,359,0,0.9948522448539734,1,0,0,train
642,"Over this period, inflation remained above most definitions of price stability, and the Federal Reserve was not actively seeking to reduce it.",1997,2,621,2,0.9983747005462646,0,0,1,train
9,"And I can only say qualitatively that the Committee will continue to look at the evolution of the outlook, try to assess whether unemployment is making sufficient progress towards our objectives, and, in particular, whether the recovery is still continuing.",2018,0,9,0,0.9989967942237854,1,0,0,train
883,This is an example of offsetting the attenuation in the response to the output gap with a more aggressive response to inflation realizations.,2003,1,856,1,0.9996102452278137,0,1,0,train
376,"In the household sector, the rise in home mortgage debt likely slowed a bit further in the first quarter, as home-price appreciation appeared to have remained sluggish.",2009,2,361,2,0.9977854490280151,0,0,1,train
1071,"Two members preferred to leave the target range at 1 to 1-1/4 percent, suggesting that the Committee should wait to raise the target range until inflation moves up closer to 2 percent on a sustained basis or inflation expectations increase.",2015,2,1011,2,0.9730782508850098,0,0,1,train
66,And I need not remind you that the low inflation we now have was dearly purchased in the late 1970s and early 1980s with the highest interest rates since the Civil War and the highest unemployment rate since the Depression.,1998,0,65,0,0.9851894974708557,1,0,0,train
698,"Some also argue that resistance to nominal wage cuts will impart an upward bias to real wages as price stability approaches or outright deflation occurs, leaving the economy with a potentially higher level of unemployment in equilibrium.",2022,0,677,0,0.9986439347267151,1,0,0,train
916,The invasion and related events were creating additional upward pressure on inflation and were likely to weigh on economic activity.,2008,1,866,1,0.9992283582687378,0,1,0,train
178,"By definition, multifactor productivity includes technical change, organizational improvements, cyclical factors, and myriad other influences on output per hour, apart from capital investment.",2013,2,176,2,0.9998345375061035,0,0,1,train
285,"We have a much more resilient, stronger banking system, and we’re not seeing some worrisome buildup in leverage or credit growth at successive levels.1 So, you know, this is something that the FOMC pays attention to,",2015,2,279,1,0.9503800868988037,0,1,0,train
340,"In keeping with the practice at meetings when the Committee establishes its long-run ranges for growth of the money and debt aggregates, the members of the Committee and the Federal Reserve Bank presidents not currently serving as members had prepared individual projections of economic activity, the rate of unemployment, and inflation for the year 1996.",2004,2,325,2,0.9998254179954529,0,0,1,train
32,"About two years after the onset of the financial crisis, the ECI moved up slightly in 2010 and then remained essentially flat at an annual growth rate of 2 percent over a five-year period between 2010 and 2015.",2004,2,31,2,0.9996587038040161,0,0,1,train
543,Market-based measures of inflation compensation have also picked up.,1999,1,525,1,0.9995498061180115,0,1,0,train
901,This was a key reason why currency crises of the past few decades were so costly: Sharp depreciations of the exchange rate boosted the domestic-currency value of foreign debt and wreaked havoc with government finances and corporate balance sheets.,2004,2,874,1,0.9505093097686768,0,1,0,train
418,"Incoming data suggested that, after a weak start to the year, foreign economic activity accelerated in the second quarter.",2008,2,401,2,0.9991092085838318,0,0,1,train
110,"Growth in household spending moderated toward the end of last year,",2013,2,105,2,0.9991057515144348,0,0,1,train
726,"That projection, along with the path to year-three inflation, should help the public differentiate short-term shocks to price stability from the longer-term price trends it should use for planning purposes.",2007,2,704,2,0.9997889399528503,0,0,1,train
381,"In the staff forecast prepared for this meeting, the economy was seen as likely to expand at a moderate pace, supported by accommodative monetary policy and financial conditions.",1996,0,366,0,0.9959742426872253,1,0,0,train
